[02:47:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:17] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:17] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:18] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:18] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:18] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:18] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:18] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:18] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:19] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:19] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:19] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:19] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:19] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:19] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:20] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:20] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:20] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:20] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:20] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:20] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:21] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:21] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:21] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:22] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:22] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:23] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:23] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:23] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:23] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:24] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:24] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:25] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:25] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:25] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:25] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:25] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:25] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:26] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:26] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:26] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:27] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:27] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:28] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:55:28] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:55:28] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:55:28] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:55:28] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:55:28] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
